ProgramID,ProgramCode,LocalityID,LocalityName,StartDate,EndDate,PracticeID,PracticeCode,TinID,TaxID,StateID,StateCode,StateName,CountyID,CountyName,ZipCode,LocationName
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21031,ADV Hunt Valley (ADV_62)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21784,Advanced Radiology Carroll South (ADV_10)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21784,Eldersburg (ADV_29)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21157,Advanced Radiology at Fisher Building (ADV_6)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21157,Advanced Radiology Carroll Ortho (ADV_9)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21157,Tuscany Square (ADV_47)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21001,Advanced Radiology Aberdeen (ADV_65)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21014,Upper Chesapeake Hospital (ADV_48)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21015,Advanced Radiology Plumtree JVIC (ADV_15)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21015,Harford Imaging JVIC (ADV_34)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21078,Harford Memorial Hospital (ADV_35)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,21042,Cross Roads (ADV_28)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,21045,Advanced Radiology Knoll North (ADV_13)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,21045,Advanced Radiology - Columbia 100 Parkway (ADV_64)
38,ADV,1900-06-06,ADV,2000-01-01,2024-12-31,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,20723,Advanced Radiology - First Call  (ADV_56)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,21045,Advanced Radiology Knoll North (ADV_13)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,21045,Advanced Radiology Knoll Imaging (ADV_51)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,21045,Advanced Radiology - Knoll Imaging (ADV_55)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,21045,Advanced Radiology - Columbia 100 Parkway (ADV_64)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,20723,Advanced Radiology - First Call  (ADV_56)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,21042,Cross Roads (ADV_28)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21078,Harford Memorial Hospital (ADV_35)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21015,Advanced Radiology Plumtree JVIC (ADV_15)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21015,Harford Imaging JVIC (ADV_34)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21001,Advanced Radiology Aberdeen (ADV_65)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21014,Upper Chesapeake Hospital (ADV_48)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21157,Advanced Radiology at Fisher Building (ADV_6)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21157,Advanced Radiology Carroll Ortho (ADV_9)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21157,Carroll Hospital Center (ADV_26)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21157,Tuscany Square (ADV_47)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21157,Advanced Radiology - Westminster MRI (ADV_54)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21784,Advanced Radiology Carroll South (ADV_10)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21784,Eldersburg (ADV_29)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21031,ADV Hunt Valley (ADV_62)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21093,Advanced Radiology at Lutherville (ADV_7)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21093,Advanced Radiology Texas Station (ADV_18)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21093,Advanced Radiology Timonium Crossing (ADV_19)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21093,Advanced Radiology Timonium Crossing - JV (ADV_52)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21136,Advanced Radiology Clinical Associates (ADV_11)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21136,Advanced Radiology Reisterstown Road (ADV_17)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21117,Advanced Radiology at Owings Mills (ADV_8)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21117,Advanced Radiology Owings Mills (ADV_14)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21222,Merritt Boulevard (ADV_37)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21286,Towson (ADV_46)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21244,Read (ADV_42)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21244,Washington Open MRI (ADV_49)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21237,Advanced Seven Square Imaging (ADV_21)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21237,Franklin Imaging LLC (ADV_30)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21237,Franklin Square Hospital Center (ADV_31)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21237,Medical Arts Building (ADV_36)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21236,Perry Hall (ADV_39)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21236,Advanced Radiology White Marsh (ADV_50)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21209,Advanced Radiology Quarry Lake (ADV_16)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21228,Advanced Imaging at Maiden Choice (ADV_2)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,GBMC IMAGING CENTER (ADV_61)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,Advanced GBMC MR & PET/CT (ADV_1)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,Cancer Institute at SJMC (ADV_25)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,GBMC Pavilion (ADV_32)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,Greater Baltimore Medical Center (ADV_33)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,MRI at St Joseph Medical Center (ADV_38)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,SJMC Breast Center (ADV_43)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,St Joseph Hosp Mobile MR (ADV_44)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,St Joseph Hospital (ADV_45)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21208,Advanced PET Imaging of Maryland (ADV_3)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21208,Pomona Square (ADV_41)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,131,Baltimore city,21201,Camden Yards (ADV_24)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,131,Baltimore city,21224,Advanced Radiology - Fleet Street (ADV_63)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21108,Advanced Radiology Shipley`s Choice (ADV_20)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21401,Advanced Radiology Annapolis (ADV_4)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21076,Advanced Radiology at Arundel Mills (ADV_5)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21061,Advanced Radiology Glen Burnie (ADV_12)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21061,Aeillo Center at BWMC (ADV_22)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21061,Baltimore Washington Medical Center (ADV_23)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21061,Crain Towers (ADV_27)
38,ADV,1900-06-10,ADV_TP,2025-01-01,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21061,PET Center @ BWMC (ADV_40)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21108,Advanced Radiology Shipley`s Choice (ADV_20)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21076,Advanced Radiology at Arundel Mills (ADV_5)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21061,Advanced Radiology Glen Burnie (ADV_12)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21061,Aeillo Center at BWMC (ADV_22)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21061,Baltimore Washington Medical Center (ADV_23)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21061,Crain Towers (ADV_27)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21061,PET Center @ BWMC (ADV_40)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,75,Anne Arundel County,21401,Advanced Radiology Annapolis (ADV_4)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,131,Baltimore city,21224,Advanced Radiology - Fleet Street (ADV_63)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,131,Baltimore city,21201,Camden Yards (ADV_24)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21208,Advanced PET Imaging of Maryland (ADV_3)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21208,Pomona Square (ADV_41)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,GBMC IMAGING CENTER (ADV_61)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,GBMC Pavilion (ADV_32)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,Greater Baltimore Medical Center (ADV_33)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,MRI at St Joseph Medical Center (ADV_38)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,SJMC Breast Center (ADV_43)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,St Joseph Hosp Mobile MR (ADV_44)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21204,St Joseph Hospital (ADV_45)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21209,Advanced Radiology Quarry Lake (ADV_16)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21228,Advanced Imaging at Maiden Choice (ADV_2)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21236,Perry Hall (ADV_39)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21237,Advanced Seven Square Imaging (ADV_21)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21237,Franklin Imaging LLC (ADV_30)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21237,Medical Arts Building (ADV_36)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21244,Read (ADV_42)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21244,Washington Open MRI (ADV_49)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21222,Merritt Boulevard (ADV_37)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21117,Advanced Radiology Owings Mills (ADV_14)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21093,Advanced Radiology at Lutherville (ADV_7)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21093,Advanced Radiology Timonium Crossing - JV (ADV_52)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,132,Baltimore County,21031,ADV Hunt Valley (ADV_62)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21784,Advanced Radiology Carroll South (ADV_10)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21784,Eldersburg (ADV_29)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21157,Advanced Radiology at Fisher Building (ADV_6)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21157,Advanced Radiology Carroll Ortho (ADV_9)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,416,Carroll County,21157,Tuscany Square (ADV_47)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21001,Advanced Radiology Aberdeen (ADV_65)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21014,Upper Chesapeake Hospital (ADV_48)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21015,Advanced Radiology Plumtree JVIC (ADV_15)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21015,Harford Imaging JVIC (ADV_34)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1242,Harford County,21078,Harford Memorial Hospital (ADV_35)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,21042,Cross Roads (ADV_28)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,20723,Advanced Radiology - First Call  (ADV_56)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,21045,Advanced Radiology Knoll North (ADV_13)
8,AMFS,1900-02-08,AZ01,2024-12-17,NULL,1,ADV,25,52-2055746,27,MD,Maryland,1348,Howard County,21045,Advanced Radiology - Columbia 100 Parkway (ADV_64)
8,AMFS,1900-02-08,AZ01,2024-12-01,2024-12-31,3,AZ,42,85-1067265,8,AZ,Arizona,1841,Maricopa County,85012,ADRG LLC - Downtown Phoenix (ATR_33)
8,AMFS,1900-02-08,AZ01,2024-12-01,2024-12-31,3,AZ,42,85-1067265,8,AZ,Arizona,1841,Maricopa County,85013,Breastlink - Park Central (ATR_21)
8,AMFS,1900-02-08,AZ01,2024-12-01,2024-12-31,3,AZ,42,85-1067265,8,AZ,Arizona,1841,Maricopa County,85013,ADRG LLC - Park Central (ATR_22)
8,AMFS,1900-02-08,AZ01,2024-12-01,2024-12-31,3,AZ,42,85-1067265,8,AZ,Arizona,1841,Maricopa County,85013,Breastlink Mobile Mammography (ATR_41)
8,AMFS,1900-02-08,AZ01,2024-12-01,2024-12-31,3,AZ,42,85-1067265,8,AZ,Arizona,1841,Maricopa County,85035,ADRG LLC - Westridge (ATR_38)
8,AMFS,1900-02-08,AZ01,2024-12-01,2024-12-31,3,AZ,42,85-1067265,8,AZ,Arizona,1841,Maricopa County,85044,ADRG LLC - Ahwatukee (ATR_10)
